TERM-2
  1 4.464915174465840
  2 4.111671416801020
  3 4.502326361353010
  4 4.464915174465840
  5 4.502326361353010
  6 4.502326361353010
  7 4.111671416801020
  8 4.502326361353010
  9 4.111671416801020
  10 4.111671416801020
TERM-02
  10 2 .1724591675229253E-02
  10 3 -.9964574528129860
  10 4 -18.11043195369540
  10 5 -.8086275112280670
  10 6 -.7891370859375720
  10 8 -1.203730466363920
  10 9 -.4377786458326180
TERM-dd
  1 2 22.26122391252370
  1 3 23.02758282531110
  1 4 44.58827655067380
  1 5 23.18680061666910
  1 6 23.02758282531110
  1 7 22.23571309272310
  1 8 23.18680061666910
  1 9 22.23571309272310
  1 10 22.26122391252370
  2 1 22.26122391252370
  2 3 .8872495700789970
  2 4 22.23571309272310
  2 5 .4303850789138500
  2 6 .6207319761302270
  2 7 -.5265224813760370
  2 8 .8538594162904360
  2 10 -.4954583237890234E-02
  3 1 23.02758282531110
  3 2 .8872495700789970
  3 4 23.18680061666910
  3 5 1.783881851467700
  3 6 1.694117843212450
  3 7 .8543065875852370
  3 8 1.600225550544780
  3 9 .4303850789138500
  3 10 .6207319761302270
  4 1 44.58827655067380
  4 2 22.23571309272310
  4 3 23.18680061666910
  4 5 23.02758282531110
  4 6 23.18680061666910
  4 7 22.26122391252370
  4 8 23.02758282531110
  4 9 22.26122391252370
  4 10 22.23571309272310
  5 1 23.18680061666910
  5 2 .4303850789138500
  5 3 1.783881851467700
  5 4 23.02758282531110
  5 6 1.600225550544780
  5 7 .6207319761302270
  5 8 1.694117843212450
  5 9 .8872495700789970
  5 10 .8538594162904360
  6 1 23.02758282531110
  6 2 .6207319761302270
  6 3 1.694117843212450
  6 4 23.18680061666910
  6 5 1.600225550544780
  6 7 .4303850789138500
  6 8 1.783881851467700
  6 9 .8538594162904360
  6 10 .8872495700789970
  7 1 22.23571309272310
  7 2 -.5265224813760370
  7 3 .8543065875852370
  7 4 22.26122391252370
  7 5 .6207319761302270
  7 6 .4303850789138500
  7 8 .8872495700789970
  7 9 -.4954583237890234E-02
  8 1 23.18680061666910
  8 2 .8538594162904360
  8 3 1.600225550544780
  8 4 23.02758282531110
  8 5 1.694117843212450
  8 6 1.783881851467700
  8 7 .8872495700789970
  8 9 .6207319761302270
  8 10 .4303850789138500
  9 1 22.23571309272310
  9 3 .4303850789138500
  9 4 22.26122391252370
  9 5 .8872495700789970
  9 6 .8538594162904360
  9 7 -.4954583237890234E-02
  9 8 .6207319761302270
  9 10 -.5265224813760370
  10 1 22.26122391252370
  10 2 -.4954583237890234E-02
  10 3 .6207319761302270
  10 4 22.23571309272310
  10 5 .8538594162904360
  10 6 .8872495700789970
  10 8 .4303850789138500
  10 9 -.5265224813760370
TERM-20
  1 2 -4.191360772651510
  1 3 -4.077692728791430
  1 4 -8.446684305635010
  1 5 -4.335509850165520
  1 6 -4.077692728791430
  1 7 -4.105592154959150
  1 8 -4.335509850165520
  1 9 -4.105592154959150
  1 10 -4.191360772651510
  2 1 -4.187099825636200
  2 3 -.9417498695773889E-01
  2 4 -4.091569602023130
  2 5 .7079305187440330
  2 6 .4060412356372490
  2 7 .9290861972145800
  2 8 -.5022502000379680E-01
  2 10 .5427605764757218E-02
  3 1 -4.051833532237760
  3 2 -.9671971229567201E-01
  3 4 -4.332015222946720
  3 5 -.2141282003260010
  3 6 -.4299742505092026E-01
  3 7 -.5238016705855663E-01
  3 8 .8479706039161269E-01
  3 9 .6112858762351010
  3 10 .3885542970669210
  4 1 -8.446684305635010
  4 2 -4.105592154959150
  4 3 -4.335509850165520
  4 5 -4.077692728791430
  4 6 -4.335509850165520
  4 7 -4.191360772651510
  4 8 -4.077692728791430
  4 9 -4.191360772651510
  4 10 -4.105592154959150
  5 1 -4.332015222946720
  5 2 .6112858762351010
  5 3 -.2141282003260010
  5 4 -4.051833532237760
  5 6 .8479706039161269E-01
  5 7 .3885542970669210
  5 8 -.4299742505092026E-01
  5 9 -.9671971229567201E-01
  5 10 -.5227935256603364E-01
  6 1 -4.051833532237760
  6 2 .3885542970669210
  6 3 -.4299742505092026E-01
  6 4 -4.332015222946720
  6 5 .8479706039161269E-01
  6 7 .6112858762351010
  6 8 -.2141282003260010
  6 9 -.5227935256603364E-01
  6 10 -.9671971229567201E-01
  7 1 -4.091569602023130
  7 2 .9290861972145800
  7 3 -.5028544029993223E-01
  7 4 -4.187099825636200
  7 5 .4060412356372490
  7 6 .7079305187440330
  7 8 -.9417498695773889E-01
  7 9 .5427605764757218E-02
  8 1 -4.332015222946720
  8 2 -.5227935256603364E-01
  8 3 .8479706039161269E-01
  8 4 -4.051833532237760
  8 5 -.4299742505092026E-01
  8 6 -.2141282003260010
  8 7 -.9671971229567201E-01
  8 9 .3885542970669210
  8 10 .6112858762351010
  9 1 -4.091569602023130
  9 3 .7079305187440330
  9 4 -4.187099825636200
  9 5 -.9417498695773889E-01
  9 6 -.5022502000379680E-01
  9 7 .5427605764757218E-02
  9 8 .4060412356372490
  9 10 .9290861972145800
  10 1 -4.187099825636200
  10 2 .5427605764757218E-02
  10 3 .4060412356372490
  10 4 -4.091569602023130
  10 5 -.5022502000379680E-01
  10 6 -.9417498695773889E-01
  10 8 .7079305187440330
  10 9 .9290861972145800
